LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009408,Birmingham 026B,E08000025,Birmingham,47.224,217,4,5,243.5,4,0.206,186,3,43.79,201,4,1.237,97,2,0.316,342.5,6,27.317,465,8,47.735,192,3,0.333,190,3,0.293,290,5,0.939,75,2,0.433,265,5,-0.526,407,7,3.328,351,6,1.001,208,4,1.095,227,4
E01009409,Birmingham 026C,E08000025,Birmingham,43.819,265,5,6,320.5,6,0.21,172.5,3,26.532,348,6,1.03,179,3,0.815,125.5,2,29.169,398,7,50.793,147,3,0.204,392,7,0.241,353.5,6,0.427,249,4,0.354,390,7,-0.399,357,6,3.494,328,6,1.018,200.5,4,1.314,118,2
E01009410,Birmingham 026D,E08000025,Birmingham,46.42,230,4,5,275.5,5,0.214,162,3,29.579,327,6,1.228,102,2,0.492,260,5,32.158,305,5,49.034,175,3,0.182,423,7,0.373,191,3,0.542,206,4,0.368,362,6,-0.019,200,4,3.343,348,6,1.037,184,3,1.122,211.5,4
E01009411,Birmingham 030B,E08000025,Birmingham,28.287,412,7,8,470.5,8,0.102,441,7,20.048,410,7,0.401,435,7,0.104,448,7,35.431,157,3,56.717,72,2,0.151,462.5,8,0.137,507.5,8,-0.134,445,7,0.36,372,6,0.5,38,1,2.468,452,8,1.234,84,2,1.237,149,3
E01009412,Birmingham 030C,E08000025,Birmingham,51.801,162,3,4,210.5,4,0.226,124.5,2,34.728,285,5,1.159,130,3,1.308,25,1,30.003,368,6,45.681,233,4,0.309,243,4,0.326,246,4,0.603,189,3,0.408,301,5,-0.459,384,6,3.729,291,5,1.017,202,4,0.876,385.5,7
E01009413,Birmingham 030D,E08000025,Birmingham,46.869,221,4,5,294,5,0.195,224.5,4,35.499,276,5,0.886,235.5,4,1.36,21,1,26.13,499,8,56.924,70,2,0.272,305.5,5,0.222,380,6,0.657,165.5,3,0.406,304,5,-0.879,525.5,9,3.45,335,6,1.174,109,2,1.409,73.5,2
E01009414,Birmingham 030E,E08000025,Birmingham,42.949,279,5,6,352,6,0.149,338,6,26.827,344,6,0.848,247.5,4,1.419,13,1,27.31,466,8,72.468,3,1,0.234,360.5,6,0.303,274.5,5,0.438,241,4,0.355,387.5,7,-0.356,340,6,3.084,383,6,1.704,4,1,1.32,113.5,2
E01009415,Birmingham 002A,E08000025,Birmingham,6.04,629,10,11,609.5,10,0.037,612.5,10,2.973,593,10,-0.34,619,10,-1.354,636,10,21.305,584,10,17.314,610,10,0.057,594.5,10,0.042,626.5,10,-1.412,606,10,0.21,556,9,0.411,52,1,-0.472,633,10,-0.319,603,10,0.579,572,9
E01009416,Birmingham 003A,E08000025,Birmingham,7.223,627,10,11,600.5,10,0.037,612.5,10,3.518,584,10,-0.595,633,10,-1.15,627,10,30.406,357,6,11.826,637,10,0.047,603,10,0.072,600,10,-0.849,566.5,9,0.188,582,10,0.613,20,1,0.977,603,10,-0.567,621,10,0.21,638,10
E01009417,Birmingham 001A,E08000025,Birmingham,12.652,597,10,11,541,9,0.067,555,9,2.62,599,10,0.191,514,9,-1.406,638,10,21.239,586,10,26.276,550,9,0.077,573.5,9,0.129,523,9,-1.216,593,10,0.192,577.5,10,-0.206,280,5,1.552,574,9,0.346,496,8,0.508,601,10
E01009418,Birmingham 001B,E08000025,Birmingham,19.086,542,9,10,460.5,8,0.101,444.5,7,6.756,550,9,0.305,476,8,-0.392,569,9,30.648,345,6,18.066,609,10,0.16,447.5,7,0.122,534.5,9,-0.763,551,9,0.249,520,9,0.426,45.5,1,1.729,553,9,-0.143,582,10,0.435,615,10
E01009419,Birmingham 001C,E08000025,Birmingham,17.512,557,9,10,506,8,0.104,434,7,5.935,555,9,0.259,490,8,-1.076,623,10,25.835,505,8,26.508,549,9,0.066,581,10,0.14,501.5,8,-0.849,566.5,9,0.241,524.5,9,0.147,124.5,2,1.605,571,9,0.409,478,8,0.403,621,10
E01009420,Birmingham 003B,E08000025,Birmingham,8.468,620,10,11,588.5,10,0.049,589.5,10,5.89,557.5,9,-0.059,584,10,-1.264,635,10,16.715,632,10,20.857,590,10,0.046,604.5,10,0.123,532.5,9,-0.703,542,9,0.229,543.5,9,-0.292,319,5,0.719,612,10,0.055,556,9,0.439,614,10
E01009421,Birmingham 004A,E08000025,Birmingham,4.507,636,10,11,633.5,10,0.02,629,10,1.649,613,10,-0.983,639,10,-1.037,622,10,26.557,487,8,13.678,630,10,0.025,637,10,0.027,636.5,10,-1.685,631,10,0.18,587,10,0.732,10,1,-0.528,634,10,-0.462,617,10,0.322,634,10
E01009422,Birmingham 002B,E08000025,Birmingham,7.456,625,10,11,605.5,10,0.046,595,10,3.873,581,10,-0.603,634,10,-1.093,624,10,22.061,571,9,26.139,553,9,0.038,616.5,10,0.063,611,10,-0.955,576,9,0.208,560,9,-0.063,218,4,1.382,587,10,0.291,507,8,0.597,563,9
E01009423,Birmingham 002C,E08000025,Birmingham,25.804,435,7,8,394,7,0.129,384,7,22.103,395,7,0.644,334,6,-0.48,587.5,10,23.011,557,9,29.97,504,8,0.186,410,7,0.236,361.5,6,0.422,252,4,0.305,464.5,8,-0.211,282,5,1.935,531.5,9,0.399,481.5,8,0.794,438.5,7
E01009424,Birmingham 004B,E08000025,Birmingham,13.963,587,10,11,576.5,9,0.055,579,10,2.098,609,10,0.121,537,9,-0.247,551.5,9,28.271,431,7,35.495,423,7,0.053,597,10,0.129,523,9,-1.309,599,10,0.181,585.5,10,0.27,84,2,1.75,550,9,0.821,292.5,5,0.367,626,10
E01009425,Birmingham 002D,E08000025,Birmingham,11.279,605,10,11,582,10,0.069,549.5,9,4.138,578,10,0.036,563.5,9,-0.741,613,10,17.707,623,10,27.069,543,9,0.04,611.5,10,0.085,584.5,10,-1.074,585,10,0.221,546,9,-0.763,490,8,1.654,566,9,0.218,527.5,9,0.818,427,7
E01009426,Birmingham 003C,E08000025,Birmingham,4.237,637,10,11,622,10,0.038,610,10,1.999,611,10,-0.416,626,10,-1.133,626,10,12.748,637,10,15.099,621,10,0.06,590,10,0.027,636.5,10,-1.54,616,10,0.187,584,10,-0.528,408,7,0.19,625,10,-0.445,615,10,0.461,611.5,10
E01009427,Birmingham 004C,E08000025,Birmingham,13.492,592,10,11,568,9,0.072,539,9,3.12,589,10,-0.457,629,10,-1.035,621,10,35.438,156,3,25.524,557,9,0.069,579,10,0.089,580,10,-1.519,614,10,0.216,550.5,9,0.694,14,1,1.782,543,9,0.243,520,9,0.62,549,9
E01009428,Birmingham 004D,E08000025,Birmingham,3.767,638,10,11,635.5,10,0.024,626,10,1.189,630,10,-0.714,637,10,-1.749,639,10,22.347,566,9,12.659,635,10,0.034,623,10,0.015,639,10,-1.643,628,10,0.161,612,10,0.538,31,1,-0.785,639,10,-0.901,635,10,0.521,594.5,10
E01009429,Birmingham 003D,E08000025,Birmingham,3.431,639,10,11,627,10,0.029,623,10,1.444,622,10,-0.606,635,10,-1.242,633,10,12.721,638,10,16.459,615,10,0.027,631.5,10,0.021,638,10,-1.604,624,10,0.171,598.5,10,-0.208,281,5,-0.533,635,10,-0.323,604,10,0.488,607.5,10
E01009430,Birmingham 004E,E08000025,Birmingham,8.16,623,10,11,617,10,0.033,618,10,1.483,621,10,-0.402,624,10,-1.166,629,10,36.083,134,3,16.693,613,10,0.035,621.5,10,0.052,621,10,-2.049,639,10,0.179,588.5,10,1.081,2,1,0.352,623,10,-0.207,590,10,0.372,625,10
E01009431,Birmingham 003E,E08000025,Birmingham,5.398,632,10,11,620,10,0.044,600,10,1.517,619,10,-0.389,621,10,-1.159,628,10,16.933,629,10,19.092,601,10,0.04,611.5,10,0.034,634,10,-1.486,610,10,0.169,603,10,0.044,172.5,3,-0.179,632,10,-0.199,588.5,10,0.626,544,9
E01009432,Birmingham 006A,E08000025,Birmingham,20.739,516,9,10,426,7,0.122,397.5,7,13.866,472,8,0.082,547,9,-0.721,612,10,28.097,437,7,20.653,593,10,0.209,385,7,0.093,578.5,10,-0.179,454,8,0.294,473,8,0.041,174.5,3,2.393,467,8,0.089,551,9,0.363,627,10
E01009433,Birmingham 001D,E08000025,Birmingham,5.935,631,10,11,625.5,10,0.03,622,10,1.411,623,10,-0.585,632,10,-0.473,586,10,28.806,410,7,9.814,639,10,0.022,639,10,0.041,628,10,-1.607,625,10,0.17,600.5,10,0.862,5,1,-0.587,636,10,-1.497,639,10,0.393,623,10
E01009434,Birmingham 012A,E08000025,Birmingham,9.879,614,10,11,611,10,0.047,593.5,10,3.942,580,10,-0.381,620,10,-1.033,620,10,38.516,75,2,14.043,628,10,0.037,619,10,0.048,623,10,-1.487,611.5,10,0.231,542,9,0.97,4,1,1.359,590,10,-0.873,632,10,0.658,519.5,9
E01009435,Birmingham 006B,E08000025,Birmingham,7.257,626,10,11,624,10,0.039,607,10,4.013,579,10,-0.291,616,10,-0.859,617,10,28.702,414,7,14.15,627,10,0.024,638,10,0.051,622,10,-0.801,560,9,0.197,571.5,9,0.746,9,1,-0.012,629,10,-0.802,630,10,0.633,541,9
E01009436,Birmingham 012B,E08000025,Birmingham,4.538,635,10,11,633.5,10,0.028,624,10,2.302,606,10,-0.285,614,10,-0.604,601,10,17.201,625,10,12.701,633,10,0.027,631.5,10,0.031,635,10,-1.329,601,10,0.188,582,10,0.206,107,2,-0.743,638,10,-1.226,638,10,0.649,526,9
E01009437,Birmingham 006C,E08000025,Birmingham,8.912,619,10,11,576.5,10,0.052,584.5,10,5.027,568,9,-0.434,627,10,-0.551,595,10,23.446,548,9,13.987,629,10,0.039,614,10,0.138,505,8,-1.094,588,10,0.238,530.5,9,0.085,156,3,1.274,595,10,-0.678,626,10,0.537,586,10
E01009438,Birmingham 012C,E08000025,Birmingham,7.908,624,10,11,622,10,0.033,618,10,4.439,575,9,0.062,555,9,-1.131,625,10,29.653,382,6,12.673,634,10,0.028,630,10,0.054,618,10,-1.283,597,10,0.235,536.5,9,0.647,17,1,0.683,617,10,-1.202,637,10,0.64,535.5,9
E01009439,Birmingham 021A,E08000025,Birmingham,11.945,601,10,11,578.5,10,0.056,575.5,9,7.578,539,9,-0.081,588,10,-0.356,565,9,21.682,578,10,29.681,512,8,0.078,569,9,0.084,587,10,-0.774,552.5,9,0.263,506,8,0.142,128.5,3,0.695,615,10,0.414,475,8,0.733,474.5,8
E01009440,Birmingham 012D,E08000025,Birmingham,9.641,617,10,11,583.5,10,0.057,572,9,4.806,571,9,-0.152,601,10,-0.836,616,10,23.15,555,9,16.92,611,10,0.026,634.5,10,0.102,569.5,9,-0.815,563,9,0.217,549,9,0.441,44,1,-0.093,631,10,-0.346,607,10,0.56,577.5,10
E01009441,Birmingham 021B,E08000025,Birmingham,33.029,365,6,7,440,7,0.118,405,7,42.044,216,4,0.65,330,6,0.069,457,8,46.673,12,1,33.436,448,7,0.183,422,7,0.138,505,8,1.018,64,1,0.403,310,5,1.117,1,1,2.556,438.5,7,0.176,535,9,1.414,72,2
E01009442,Birmingham 021C,E08000025,Birmingham,14.197,582,10,11,585.5,10,0.076,526,9,11.492,499,8,-0.145,598,10,-1.184,630,10,29.828,376,6,29.902,508,8,0.042,607.5,10,0.087,581.5,10,-0.419,499,8,0.289,482.5,8,0.614,19,1,0.836,608,10,0.44,465,8,0.706,488,8
E01009443,Birmingham 021D,E08000025,Birmingham,15.365,570,9,10,585.5,10,0.064,562.5,9,15.539,456,8,0.323,471.5,8,-0.417,576.5,9,27.878,448,7,27.531,538,9,0.078,569,9,0.077,597,10,-0.017,411,7,0.294,473,8,0.553,27,1,0.639,618,10,0.193,533,9,0.896,367,6
E01009444,Birmingham 006D,E08000025,Birmingham,4.952,634,10,11,629.5,10,0.033,618,10,1.565,616,10,-0.139,596,10,-1.012,619,10,16.092,635,10,16.188,617,10,0.026,634.5,10,0.04,629,10,-1.68,630,10,0.177,592,10,-0.239,297.5,5,0.45,622,10,-0.382,611,10,0.519,596.5,10
E01009445,Birmingham 005A,E08000025,Birmingham,46.726,225,4,5,246.5,4,0.204,191,3,50.589,143,3,1.277,83,2,0.358,322,6,27.294,467,8,37.257,385,7,0.328,200,4,0.319,251,4,1.163,41.5,1,0.45,240,4,-0.656,454,8,3.48,332,6,0.765,318,5,0.714,485,8
E01009446,Birmingham 005B,E08000025,Birmingham,14.727,576,9,10,539,9,0.071,543,9,6.125,554,9,0.138,529,9,-0.941,618,10,34.028,237,4,14.463,626,10,0.093,542,9,0.162,462.5,8,-0.774,552.5,9,0.239,528.5,9,0.503,36.5,1,2.171,497,8,-0.299,599,10,0.238,637,10
E01009447,Birmingham 005C,E08000025,Birmingham,18.607,546,9,10,483,8,0.082,509,8,16.592,441,7,0.361,451.5,8,-0.137,521,9,22.402,563,9,26.577,548,9,0.138,479.5,8,0.178,442.5,7,0.086,381,6,0.292,477,8,-0.091,231,4,1.524,577,10,0.345,497.5,8,0.541,584,10
E01009448,Birmingham 005D,E08000025,Birmingham,36.892,333,6,7,310,5,0.19,242.5,4,29.58,326,6,0.798,264,5,0.242,389,7,24.085,535,9,34.903,430.5,7,0.325,208,4,0.212,394.5,7,0.213,341.5,6,0.412,297,5,-0.407,359,6,2.522,444,7,0.64,376.5,6,0.779,447,7
E01009449,Birmingham 009A,E08000025,Birmingham,23.843,463,8,9,483,8,0.093,478.5,8,2.327,605,10,0.288,478,8,0.446,285,5,29.687,380,6,54.31,92,2,0.133,488,8,0.169,453,8,-1.572,617,10,0.198,569.5,9,0.185,110,2,2.298,478.5,8,0.791,310.5,5,2.028,2,1
E01009450,Birmingham 012E,E08000025,Birmingham,14.564,578,10,11,594.5,10,0.038,610,10,11.447,501,8,-0.071,585.5,10,-0.204,541,9,33.43,262,5,39.453,343,6,0.077,573.5,9,0.087,581.5,10,-0.164,453,8,0.258,513,9,0.686,15,1,1.384,585,10,0.84,284,5,0.729,477.5,8
E01009451,Birmingham 009B,E08000025,Birmingham,19.902,533,9,10,549,9,0.076,526,9,10.505,512,8,0.358,454.5,8,0.209,401.5,7,19.673,605,10,51.684,130,3,0.088,552.5,9,0.114,548,9,-0.347,487.5,8,0.268,501,8,-0.908,537,9,2.19,493,8,1.188,102.5,2,0.946,335,6
E01009452,Birmingham 005E,E08000025,Birmingham,14.117,584,10,11,552,9,0.074,531.5,9,11.369,502,8,-0.027,577,10,-0.262,554,9,19.159,611,10,27.41,539,9,0.086,555,9,0.116,544,9,-0.3,474,8,0.275,493.5,8,-0.289,317,5,1.264,596,10,0.177,534,9,0.912,358,6
E01009453,Birmingham 009C,E08000025,Birmingham,12.149,600,10,11,594.5,10,0.051,586.5,10,7.73,538,9,-0.483,630,10,-0.417,576.5,10,17.84,622,10,48.534,185.5,3,0.041,609.5,10,0.084,587,10,-0.622,532,9,0.253,519,9,-0.238,296,5,0.859,607,10,1.169,113.5,2,0.696,494.5,8
E01009454,Birmingham 006E,E08000025,Birmingham,10.871,606,10,11,602.5,10,0.045,597,10,3.254,587,10,-0.261,611,10,-0.665,605,10,36.479,115,2,22.393,580,10,0.063,586.5,10,0.053,619.5,10,-1.328,600,10,0.213,553.5,9,0.702,12,1,1.974,525,9,0.002,564,9,0.694,496.5,8
E01009455,Birmingham 005F,E08000025,Birmingham,34.203,355,6,7,326.5,6,0.196,221,4,25.341,360,6,0.74,289,5,-0.795,615,10,34.494,209,4,15.477,618,10,0.246,341.5,6,0.257,335,6,-0.037,416,7,0.402,312.5,5,0.275,83,2,3.019,393,7,-0.537,620,10,0.589,566.5,9
E01009456,Birmingham 018C,E08000025,Birmingham,10.069,611,10,11,607.5,10,0.049,589.5,10,1.386,624,10,-0.219,607,10,0.068,458,8,23.188,553,9,30.064,502,8,0.039,614,10,0.065,608,10,-1.639,627,10,0.17,600.5,10,0.234,96.5,2,0.737,611,10,0.472,452,8,0.659,518,9
E01009457,Birmingham 015A,E08000025,Birmingham,6.246,628,10,11,619,10,0.042,604.5,10,1.067,632,10,-0.447,628,10,-1.235,632,10,24.681,526,9,18.107,608,10,0.033,624,10,0.036,632,10,-1.65,629,10,0.156,617,10,0.487,39,1,0.104,627,10,-0.292,598,10,0.632,542,9
E01009458,Birmingham 018D,E08000025,Birmingham,28.61,408,7,8,375.5,6,0.111,420,7,12.719,482,8,1.179,121.5,2,-0.438,581.5,10,29.673,381,6,33.956,442,7,0.092,544.5,9,0.306,268,5,-0.442,502,8,0.308,459,8,0.12,137,3,2.496,449,8,0.604,397.5,7,0.767,457.5,8
E01009459,Birmingham 015B,E08000025,Birmingham,10.576,608,10,11,605.5,10,0.056,575.5,9,1.141,631,10,-0.071,585.5,10,-0.605,602,10,26.734,481,8,30.277,499,8,0.026,634.5,10,0.062,612,10,-1.848,637,10,0.164,609.5,10,0.467,42,1,0.713,613,10,0.448,463,8,0.729,477.5,8
E01009460,Birmingham 018E,E08000025,Birmingham,24.875,448,7,8,500,8,0.1,448,8,9.644,520,9,0.517,387,7,0.014,470.5,8,32.304,296,5,50.942,145,3,0.096,537.5,9,0.169,453,8,-0.476,510,8,0.269,500,8,0.188,109,2,2.836,417,7,1.184,105,2,0.885,376.5,6
E01009461,Birmingham 015C,E08000025,Birmingham,6.013,630,10,11,617,10,0.047,593.5,10,2.823,596,10,-0.188,604.5,10,-1.365,637,10,18.241,617,10,14.692,623,10,0.037,619,10,0.039,630,10,-1.292,598,10,0.201,566,9,0.252,87,2,-0.633,637,10,-0.757,629,10,0.663,517,9
E01009462,Birmingham 018F,E08000025,Birmingham,21.027,509,8,9,510.5,9,0.082,509,8,4.339,576,9,0.527,383.5,6,0.276,365.5,6,18.221,618,10,51.701,129,3,0.05,599,10,0.217,389,7,-0.994,580,10,0.22,547,9,-0.695,468,8,1.693,562,9,1.144,127.5,2,1.062,251.5,4
E01009463,Birmingham 015D,E08000025,Birmingham,8.274,621,10,11,607.5,10,0.043,602.5,10,3.496,585,10,0.169,519,9,-0.176,536,9,16.353,634,10,18.609,605,10,0.029,628,10,0.06,614.5,10,-0.854,570.5,9,0.188,582,10,-0.288,316,5,0.631,619,10,-0.258,595,10,0.646,528,9
E01009464,Birmingham 007B,E08000025,Birmingham,9.319,618,10,11,598,10,0.045,597,10,7.121,546,9,-0.018,573,9,-0.566,596,10,16.777,631,10,28.836,524,9,0.055,596,10,0.078,595.5,10,-0.809,562,9,0.258,513,9,-0.045,211.5,4,0.074,628,10,0.402,480,8,0.673,511,8
E01009465,Birmingham 007C,E08000025,Birmingham,9.943,612,10,11,600.5,10,0.044,600,10,7.23,544,9,-0.188,604.5,10,-0.155,534,9,18.916,613,10,31.427,476,8,0.057,594.5,10,0.093,578.5,10,-0.785,556,9,0.259,511,8,0.056,165.5,3,0.301,624,10,0.39,483.5,8,0.946,335,6
E01009466,Birmingham 009D,E08000025,Birmingham,9.81,615,10,11,612,10,0.039,607,10,0.726,637,10,-0.408,625,10,-0.223,546.5,9,27.126,472,8,35.771,415,7,0.026,634.5,10,0.06,614.5,10,-1.785,634,10,0.139,624,10,0.543,28,1,0.485,621,10,0.638,379,6,0.866,394.5,7
E01009467,Birmingham 007D,E08000025,Birmingham,15.092,573,9,10,564,9,0.076,526,9,10.608,510,8,0.072,550,9,-0.188,538,9,25.987,504,8,25.15,562,9,0.078,569,9,0.082,590.5,10,-0.569,524,9,0.291,478.5,8,0.156,121,2,1.612,570,9,0.103,548,9,0.818,427,7
E01009468,Birmingham 004F,E08000025,Birmingham,9.695,616,10,11,615,10,0.053,582.5,10,1.37,626,10,-0.177,603,10,0.048,462,8,19.916,600,10,30.479,493,8,0.032,625,10,0.045,624,10,-1.872,638,10,0.174,595.5,10,-0.015,197,4,0.768,610,10,0.321,502,8,0.971,320,5
E01009469,Birmingham 010B,E08000025,Birmingham,9.9,613,10,11,599,10,0.039,607,10,6.213,551,9,-0.024,576,9,-0.048,493,8,23.651,544.5,9,22.44,579,10,0.077,573.5,9,0.036,632,10,-0.71,545,9,0.235,536.5,9,0.104,143.5,3,1.26,597,10,-0.059,575,9,0.782,446,7
E01009470,Birmingham 010C,E08000025,Birmingham,5.369,633,10,11,628,10,0.031,621,10,2.289,607,10,-0.328,618,10,-1.219,631,10,17.961,621,10,23.173,574,9,0.038,616.5,10,0.036,632,10,-1.771,633,10,0.2,568,9,0.079,158,3,-0.026,630,10,0.027,560,9,0.733,474.5,8
E01009471,Birmingham 009E,E08000025,Birmingham,14.11,585,10,11,588.5,10,0.065,560,9,3.056,590,10,0.361,451.5,8,-0.504,591,10,29.776,377,6,27.801,535,9,0.039,614,10,0.107,558,9,-1.477,609,10,0.213,553.5,9,0.407,53,1,1.601,572,9,0.216,529.5,9,0.885,376.5,6
E01009472,Birmingham 010D,E08000025,Birmingham,10.745,607,10,11,572,9,0.056,575.5,10,3.817,582,10,-0.097,591,10,-0.568,597,10,15.442,636,10,32.394,464,8,0.079,565.5,9,0.108,555.5,9,-0.983,578,10,0.209,558.5,9,-0.18,271,5,0.131,626,10,0.529,428,7,0.77,455.5,8
E01009473,Birmingham 010E,E08000025,Birmingham,18.324,550,9,10,522,9,0.075,530,9,8.42,534,9,0.281,483,8,0.331,335,6,21.933,573,9,36.048,410,7,0.108,527.5,9,0.148,489,8,-0.704,543,9,0.271,498,8,-0.413,362,6,2.087,507,8,0.636,381,6,0.896,367,6
E01009474,Birmingham 010F,E08000025,Birmingham,13.796,589,10,11,534.5,9,0.07,547,9,4.142,577,10,-0.012,572,9,-0.497,590,10,17.059,627,10,35.406,425,7,0.092,544.5,9,0.132,517.5,9,-1.418,607,10,0.233,539,9,-0.59,431,7,1.304,592,10,0.755,323.5,6,0.552,581,10
E01009475,Birmingham 055A,E08000025,Birmingham,58.52,79,2,3,156.5,3,0.226,124.5,2,64.582,35,1,1.319,72.5,2,0.555,230.5,4,37.818,91,2,52.434,118,2,0.274,302,5,0.543,73,2,0.801,114,2,0.594,30,1,-0.738,483.5,8,4.937,45.5,1,1.127,133.5,3,1.175,177.5,3
E01009476,Birmingham 055B,E08000025,Birmingham,57.769,89,2,3,176.5,3,0.231,110,2,62.308,45,1,0.996,192,3,0.607,214.5,4,34.678,199,4,64.872,16,1,0.288,277,5,0.411,144,3,0.854,98,2,0.569,50.5,1,-1.214,592,10,4.761,85,2,1.414,31,1,1.428,69,2
E01009477,Birmingham 055C,E08000025,Birmingham,54.73,120,2,3,153,3,0.217,148,3,51.55,136,3,0.982,197,4,0.744,155.5,3,34.813,190,3,57.956,57,1,0.337,182,3,0.397,159,3,0.684,157,3,0.525,112,2,-0.524,406,7,4.46,166,3,1.241,79,2,1.315,117,2
E01009478,Birmingham 048A,E08000025,Birmingham,57.019,95,2,3,109,2,0.251,67.5,2,52.573,124,2,1.177,123.5,2,0.823,124,2,34.797,191,3,38.008,372,6,0.375,120.5,2,0.414,141,3,0.679,158,3,0.531,102.5,2,-0.819,506,8,4.653,118,2,0.525,429,7,1.276,137,3
E01009479,Birmingham 048B,E08000025,Birmingham,54.069,134,3,4,116.5,2,0.213,165.5,3,65.676,26,1,0.73,295,5,0.359,321,6,35.325,163,3,48.632,181,3,0.311,239,4,0.549,70,2,0.848,101,2,0.595,27.5,1,-0.807,502,8,4.706,103,2,0.923,244,4,1.342,107,2
E01009480,Birmingham 044C,E08000025,Birmingham,50.266,186,3,4,149.5,3,0.181,269,5,59.683,59,1,0.901,222.5,4,0.253,382.5,6,32.381,294,5,53.127,111,2,0.366,141.5,3,0.295,288,5,0.708,151,3,0.57,48,1,-1.398,616,10,4.531,150,3,1.2,95,2,1.035,273.5,5
E01009481,Birmingham 044D,E08000025,Birmingham,41.877,289,5,6,288.5,5,0.145,350,6,42.031,217,4,0.536,382,6,0.562,226,4,30.287,362,6,64.156,21,1,0.266,314.5,5,0.376,187.5,3,0.39,264,5,0.494,164.5,3,-0.583,425,7,3.893,262,5,1.52,15.5,1,1.09,229.5,4
E01009482,Birmingham 048C,E08000025,Birmingham,57.642,90,2,3,84,2,0.225,126.5,2,76.777,5,1,0.764,276.5,5,0.141,433,7,37.232,99,2,45.959,228,4,0.313,234,4,0.65,26,1,1.163,41.5,1,0.648,1,1,-1.091,573,9,5.01,30,1,0.727,340,6,1.544,45,1
E01009483,Birmingham 051B,E08000025,Birmingham,56.821,101,2,3,99,2,0.237,98,2,67.649,17,1,0.329,465.5,8,0.638,191,3,35.272,168,3,53.276,108,2,0.264,319,5,0.749,4,1,0.776,124,2,0.63,7,1,-2.232,639,10,4.894,57,1,0.979,219,4,1.585,34,1
E01009484,Birmingham 048D,E08000025,Birmingham,65.968,20,1,2,28,1,0.296,11,1,67.19,20,1,1.344,69,2,0.537,239.5,4,36.974,105,2,32.333,465,8,0.353,161,3,0.68,19,1,0.733,142,3,0.636,6,1,-1.303,604,10,5.023,25,1,-0.009,566,9,1.556,42,1
E01009485,Birmingham 048E,E08000025,Birmingham,53.405,139,3,4,176.5,3,0.186,255.5,5,70.944,11,1,0.559,371.5,6,0.606,216.5,4,36.444,116,2,59.224,51,1,0.281,286.5,5,0.552,67.5,2,1.005,66,2,0.615,13,1,-0.784,496.5,8,4.812,71,2,1.259,67.5,2,1.371,93,2
E01009486,Birmingham 044E,E08000025,Birmingham,55.46,112,2,3,149.5,3,0.204,191,3,64.033,39,1,0.964,201,4,0.629,196,4,31.328,329,6,62.154,34,1,0.301,255,4,0.464,108.5,2,0.833,104,2,0.584,39,1,-1.307,605,10,4.366,179,3,1.315,50,1,1.454,57,1
E01009487,Birmingham 044F,E08000025,Birmingham,40.622,304,5,6,277.5,5,0.146,346.5,6,50.254,146,3,0.365,447.5,7,0.182,417.5,7,30.829,342,6,55.953,77,2,0.232,362.5,6,0.444,116,2,0.201,346,6,0.559,64.5,1,-1.695,628,10,4.348,180,3,1.274,64.5,2,1.059,255.5,4
E01009488,Birmingham 051C,E08000025,Birmingham,65.111,22,1,2,16.5,1,0.268,42.5,1,67.422,18,1,0.944,204,4,0.529,245,4,38.037,82,2,46.513,213,4,0.432,54,1,0.484,98.5,2,0.866,95,2,0.608,18.5,1,-0.396,356,6,4.727,96,2,0.932,238,4,1.15,200,4
